주소,약국명,대표전화,경도,위도
"서울특별시 강북구 도봉로49길 8, 1층 (미아동)",강북김약국,02-980-1717,127.0259544,37.62527555
서울특별시 강북구 도봉로 79 (미아동),강북다모아약국,02-945-2088,127.029529,37.616307
서울특별시 강북구 도봉로 190 (미아동),강북메디칼약국,02-981-9512,127.0270001,37.62589826
"서울특별시 동대문구 전농로 110, 1층 (답십리동)",강북열린약국,02-2248-5023,127.0579924,37.57470983
"서울특별시 강북구 한천로 1081, 1층 (수유동)",강북우리약국,02-900-8345,127.0229679,37.64247409
"서울특별시 강북구 도봉로37길 7, 1층 (미아동)",강북제일약국,02-985-3116,127.0271055,37.62230509
"서울특별시 강동구 아리수로93나길 26, 성산타워 109,110호 (강일동)",강빛약국,02-6949-5111,127.1733282,37.57177069
"서울특별시 강서구 까치산로4길 3, 1층 (화곡동)",강서메디칼약국,02-2602-4567,126.8441388,37.54249364
"서울특별시 강서구 양천로30길 123-28, 1층 (마곡동)",강서보건약국,02-2058-7501,126.8238347,37.56729251
"서울특별시 강서구 등촌로 75, 지덕빌딩 102호 (등촌동)",강서약국,02-2644-2154,126.863203,37.53671393
"서울특별시 강서구 화곡로 346, 103호 (화곡동,귀뚜라미홈시스텔)",강서연세약국,02-2606-1531,126.8520186,37.55450913
"서울특별시 강서구 강서로 43, 도양라비앙타워 L층 B101호 (화곡동)",강서자연애약국,02-2698-5763,126.8465317,37.53152152
"서울특별시 강서구 양천로 401, 109-2호 (가양동, 강서한강자이타워A동)",강서자이온누리약국,02-2638-5233,126.8476383,37.56570348
"서울특별시 강서구 강서로 287, 호경빌딩 1층 (내발산동)",강서제일큰약국,02-2661-9293,126.836009,37.55143296
서울특별시 강서구 강서로 257  (내발산동),강서종로약국,02-2606-8268,126.8360352,37.54868676
"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 1층 (등촌동)",강서홈약국,02-2659-1823,126.854819,37.55846996
"서울특별시 강서구 강서로 399, 마곡하이마루 210호 (마곡동)",강약국,02-3663-3563,126.8386642,37.56129073
서울특별시 강동구 올림픽로80길 43,강약국,02-477-0940,127.1276617,37.54307755
"서울특별시 동작구 서달로 158 (흑석동, 명수대상가104호)",강약국,02-816-8766,126.9623304,37.50706767
서울특별시 관악구 대학길 36 (신림동),강원약국,02-874-4575,126.937575,37.46912421
"서울특별시 강동구 아리수로93나길 54, 경서프라자 103호 (강일동)",강일수약국,02-428-4070,127.174853,37.57220019
"서울특별시 강동구 고덕로 433, 1층 (강일동)",강일역1번출구약국,02-3427-2225,127.1738881,37.55750549
"서울특별시 강동구 아리수로93나길 60, 골드프라자 109호 (강일동)",강일윤약국,02-3427-2081,127.1751792,37.57228621
"서울특별시 강남구 역삼로 310, 한솔필리아 2층 26호 (역삼동)",개나리봄약국,02-501-8284,127.0484209,37.49923554
"서울특별시 송파구 오금로 396, 1층 114호 (가락동, 에스케이허브파크)",개롱약국,02-407-4609,127.1342151,37.49795593
서울특별시 성북구 장월로 128 (장위동),개미약국,02-915-7770,127.0496098,37.61680428
서울특별시 구로구 고척로 123-1 (개봉동),개봉지예당약국,02-2681-0292,126.847798,37.50223219
"서울특별시 구로구 경인로 176, 308호 (오류동, 시티월드)",개성약국,02-2615-1862,126.8410187,37.49439073
"서울특별시 강남구 개포로 303, 202호 (개포동, 현대1차아파트)",개포메디칼약국,02-574-5410,127.0543931,37.48328034
"서울특별시 강남구 삼성로 14, 1층 105호 (개포동, 개포자이 프레지던스)",개포서울약국,02-451-7828,127.068451,37.48615481
"서울특별시 강남구 영동대로 22, S401동 0412호 (일원동, 디에이치 자이 개포)",개포이화약국,02-459-7320,127.074164,37.49109411
"서울특별시 강남구 선릉로 42, 1층 (개포동)",개포종로온누리약국,02-575-2485,127.060038,37.48338609
"서울특별시 강남구 선릉로 30, 개포빌딩 1층 (개포동)",개포플러스약국,02-579-2570,127.0611747,37.48251342
"서울특별시 강서구 양천로 31, 1층 (방화동, 푸른빌딩)",개화약국,02-2662-8028,126.8073368,37.57291949
서울특별시 강남구 선릉로 843 107호,갤러리아온누리약국,02-517-0129,127.0402103,37.52721579
"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스)",갤러리약국,02-412-8579,127.0942316,37.51070678
서울특별시 강남구 학동로20길 55 106호,갤러리약국,02-6227-5578,127.0271982,37.51007864
서울특별시 서대문구 응암로 53,거북당약국,02-372-0744,126.9097797,37.57820438
서울특별시 양천구 월정로 57 (신월동),거북이온누리약국,02-2692-7573,126.8414097,37.52466381
"서울특별시 송파구 오금로 505 (거여동, 101호)",거여서울약국,02-2043-3800,127.1448489,37.49321291
"서울특별시 강남구 봉은사로 129, 지하1층 (논현동, 거평타운)",거평원온누리약국,02-544-4567,127.0283134,37.50591645
서울특별시 서초구 서초대로 309   (서초동),건강과행복이열리는약국,02-591-3399,127.0153388,37.49446256
"서울특별시 노원구 한글비석로 242, 113호, 114호 (중계동, 삼부프라자)",건강과행복이열리는약국,02-933-9696,127.0769736,37.6492349
"서울특별시 동작구 흑석로 106-5, 1층 (흑석동)",건강과행복이열리는중앙메디칼약국,02-811-1700,126.9614593,37.50789163
"서울특별시 성동구 독서당로 220, 1층 102호 (옥수동)",건강미소약국,02-2282-3367,127.0152628,37.54375348
"서울특별시 은평구 연서로 216, (대조동)",건강밝은약국,02-388-4253,126.9201202,37.61780002
서울특별시 강북구 솔매로 59 (미아동),건강비타민약국,02-984-4777,127.0188184,37.62498976
"서울특별시 송파구 백제고분로 275, 1층 (석촌동)",건강샘약국,070-8872-6902,127.0973381,37.5027783
"서울특별시 강서구  까치산로  73, 1층 (화곡동)",건강샘온누리약국,02-2062-0155,126.8469518,37.54524483
"서울특별시 노원구 동일로243길 33, 1층 (상계동)",건강샘온누리약국,02-931-5688,127.0531213,37.67844488
서울특별시 성북구 동소문로 71 (동소문동6가),건강약국,02-935-7971,127.013183,37.59208449
"서울특별시 송파구 백제고분로 162, 대양빌딩 1층 103호 (잠실동)",건강약국,02-424-3223,127.0847152,37.50499829
"서울특별시 동대문구 왕산로 176, 2층 (전농동)",건강약국,02-2282-4830,127.0430128,37.57927816
서울특별시 동작구 만양로 5 (상도동),건강약국,02-3280-2828,126.9465287,37.50538381
"서울특별시 마포구 방울내로 70, (망원동)",건강약국,02-333-2090,126.9033352,37.56010522
서울특별시 영등포구 당산로 166  (당산동4가),건강약국,02-2631-6396,126.8984774,37.52911336
"서울특별시 종로구 혜화로 2, 1층 (혜화동)",건강약국,02-764-9918,127.0008906,37.58608804
"서울특별시 중랑구 신내로 135, 신내9단지아파트 제상가1동 1층 117호 (신내동)",건강약국,02-3421-7582,127.0958495,37.6113848
"서울특별시 강동구 동남로49길 21-11, 1,2층 (둔촌동)",건강약국,02-478-4515,127.1486454,37.53162337
"서울특별시 도봉구 도당로 109, 방학동상가주택 1층 102호 (방학동)",건강약국,02-3492-3588,127.0386021,37.66683528
"서울특별시 노원구 화랑로 463, (공릉동)",건강약국,02-978-7597,127.0786494,37.61900375
서울특별시 양천구 곰달래로5길 30,건강약국,02-2697-0485,126.8334623,37.53243094
"서울특별시 서대문구 가재울로6길 53-61, 1층 (남가좌동)",건강약국,02-373-4439,126.9230531,37.57670344
서울특별시 동작구 상도로 202 (상도동),건강온누리약국,02-815-1120,126.9410573,37.50495359
서울특별시 구로구 고척로21나길 18 (개봉동),건강온누리약국,02-2617-3594,126.8446662,37.50287278
서울특별시 강서구 곰달래로 271 (화곡동),건강온누리약국,02-2642-0012,126.8631578,37.53251179
서울특별시 양천구 오목로 350,건강온누리약국,02-2645-5538,126.8762721,37.52415767
서울특별시 강남구 삼성로 212,건강온누리약국,02-562-1377,127.0635749,37.49521546
"서울특별시 관악구 남부순환로 1715, 101호 (봉천동, 신우빌딩)",건강온누리약국,070-7740-3349,126.940888,37.4830375
"서울특별시 송파구 송파대로 373, 1층 101호 (석촌동)",건강을그리는약국,02-423-3675,127.110633,37.50092116
"서울특별시 도봉구 해등로 190, (쌍문동)",건강제일녹십자약국,02-906-1024,127.0357594,37.65821667
"서울특별시 중랑구 동일로 786, 1층 (중화동)",건강제일온누리약국,02-491-1114,127.079986,37.60071728
서울특별시 송파구 백제고분로 216 (삼전동),건강프라자약국,02-417-0910,127.0905192,37.50336595
서울특별시 강동구 아리수로93길 27,건강플러스약국,02-427-8056,127.1738157,37.56562257
서울특별시 노원구 상계로1길 38 (상계동),건강플러스약국,02-935-5347,127.0616951,37.65771366
서울특별시 금천구 시흥대로 391  (독산동),건강플러스약국,02-890-8058,126.8968853,37.46866385
"서울특별시 노원구 노해로 490, 길빌딩 1층 107호 (상계동)",건강한생활약국,02-6203-4900,127.0624109,37.65440974
"서울특별시 영등포구 국제금융로 108 (여의도동,은하빌딩 1층)",건강한세상대한약국,02-786-1091,126.9335463,37.51873929
서울특별시 은평구 증산로 399   (신사동),건강한세상약국,02-376-1824,126.913521,37.59193669
"서울특별시 종로구 새문안로 21, 1,2,3,지하1층 (평동)",건강한세상약국,02-733-7870,126.9679686,37.56750033
"서울특별시 성북구 종암로 182, 석준빌딩 1층 (하월곡동)",건강한약국,02-916-6445,127.0315974,37.6060587
"서울특별시 성동구 왕십리로 320, 1층 101호 (도선동)",건강한약국,02-2231-8803,127.0343722,37.56232993
"서울특별시 은평구 진관2로 57-7 B105호 (진관동, 은평뉴타운우물골)",건강한약국,02-352-1658,126.9232361,37.63437375
"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",건강한약국,02-957-9784,127.0417962,37.57872962
"서울특별시 노원구 석계로9길 25, 1층 오른쪽점포호 (월계동)",건강한약국,02-919-1206,127.0629297,37.61694569
서울특별시 금천구 남부순환로 1384,건강한약국,02-866-1191,126.9044857,37.47969644
"서울특별시 용산구 효창원로93길 2, (청파동2가)",건강한약국,02-3273-0750,126.9633075,37.54854145
"서울특별시 영등포구 문래로 84, 상가동 104호 (문래동3가, 문래힐스테이트)",건강한오늘약국,050-71470-1483,126.8912503,37.51943791
"서울특별시 강서구 가로공원로82길 41-8, 1층 (화곡동)",건강한온누리약국,02-2606-0012,126.8408444,37.53563408
"서울특별시 성동구 아차산로 92, 광명타워 1층 (성수동2가)",건국약국,02-549-5011,127.0542425,37.54475239
"서울특별시 광진구 능동로 123, 1층 103호 (화양동)",건대365약국,02-466-5111,127.071313,37.54202734
"서울특별시 광진구 광나루로 410, 105호 (화양동, KCC파크타운)",건대가온약국,02-453-4669,127.075048,37.54656228
"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 204호 (화양동)",건대바른약국,02-456-2393,127.0710464,37.54084161
"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",건대애플약국,02-463-1020,127.0702007,37.53973055
서울특별시 광진구 아차산로 218 (자양동),건대역약국,02-497-4337,127.0673968,37.54078275
"서울특별시 광진구 능동로 110, 스타시티영존 지하2층 B203-1,204호 (화양동)",건대온누리약국,02-457-7999,127.0714119,37.54065794
"서울특별시 광진구 아차산로 229, 한림타워 202호 (화양동)",건대입구역1번출구약국,02-6951-2509,127.0689907,37.54080913
"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 201호 (화양동)",건대지하철약국,02-461-1401,127.0710464,37.54084161
서울특별시 중랑구 면목로 421,건명약국,02-435-3900,127.0870512,37.58964658
"서울특별시 노원구 동일로191길 23, 1층 (공릉동)",건민약국,02-975-1254,127.0717698,37.62490267
"서울특별시 송파구 강동대로 59-3, (강동대로 59) (풍납동)",걸어서가까운크게열린약국,02-482-7579,127.1141418,37.52736831
"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",경남약국,02-2647-3012,126.8785038,37.54129134
서울특별시 영등포구 여의대방로 383,경도약국,02-780-5004,126.9315042,37.51934369
"서울특별시 영등포구 선유서로25길 5-1, (양평동2가)",경명약국,02-2634-1046,126.8851816,37.52435552
"서울특별시 양천구 신월로10길 16 (신월동, 삼성아파트)",경민약국,02-2603-2133,126.8407017,37.51585475
서울특별시 관악구 남부순환로161길 70 (신림동),경성약국,02-855-3927,126.9187327,37.48534822
"서울특별시 강남구 언주로75길 29, 2층 (역삼동)",경아의희망담은한약국,02-567-7598,127.0421922,37.49804914
"서울특별시 동대문구 한천로46길 42, 장안동 마루하우스 103호 (장안동)",경애약국,02-2212-8941,127.0707066,37.58146288
서울특별시 동대문구 고산자로36길 3 (제기동),경원약국,02-967-6217,127.0391429,37.57903777
서울특별시 용산구 새창로14길 50 (용문동),경인약국,02-715-6083,126.9594504,37.53737446
"서울특별시 송파구 가락로42길 9, 경인약국 (방이동)",경인약국,02-412-7891,127.1208273,37.51233573
서울특별시 종로구 평창문화로 35  (평창동),경일약국,02-391-3469,126.9653042,37.60507008
서울특별시 금천구 시흥대로72길 32 (시흥동),경일약국,02-802-9104,126.9002671,37.45811781
서울특별시 양천구 월정로 53 (신월동),경창약국,02-2607-2727,126.8415261,37.52443845
"서울특별시 은평구 서오릉로 157, (구산동)",경하프라자약국,02-385-7271,126.9156192,37.61199894
"서울특별시 동대문구 경희대로 17, 1,2층 (회기동)",경희고황약국,02-6013-1665,127.0524479,37.59315711
"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이 2단지)",경희궁햇살약국,02-733-3342,126.9623523,37.5708611
"서울특별시 동대문구 답십리로65길 77, 1층 (장안동)",경희다정한약국,02-3390-5175,127.0696582,37.5759988
서울특별시 동대문구 경희대로 19 (회기동),경희동문약국,02-960-0557,127.0524467,37.59340867
